station,moment,variable,valeur
03028,2016-08-31 00:06:00.000000,PM25,5
03028,2016-08-31 00:07:00.000000,NO2,5.0912
03028,2016-08-31 00:07:00.000000,O3,12.3483
03028,2016-08-31 00:07:00.000000,PM25,4
03028,2016-08-31 00:08:00.000000,NO2,3.9573
03028,2016-08-31 00:08:00.000000,O3,15.1145
03028,2016-08-31 00:08:00.000000,PM25,8
03028,2016-08-31 00:09:00.000000,NO2,4.5978
03028,2016-08-31 00:09:00.000000,O3,13.7245
03028,2016-08-31 00:09:00.000000,PM25,12
03028,2016-08-31 00:10:00.000000,NO2,4.7645
03028,2016-08-31 00:10:00.000000,O3,13.1012
03028,2016-08-31 00:10:00.000000,PM25,16
03028,2016-08-31 00:11:00.000000,NO2,3.5007
03028,2016-08-31 00:11:00.000000,O3,16.8665
03028,2016-08-31 00:11:00.000000,PM25,6
03028,2016-08-31 00:12:00.000000,NO2,2.981
03028,2016-08-31 00:12:00.000000,O3,19.4982
03028,2016-08-31 00:12:00.000000,PM25,5
03028,2016-08-31 00:13:00.000000,NO2,2.2605
03028,2016-08-31 00:13:00.000000,O3,23.687
03028,2016-08-31 00:13:00.000000,PM25,6
03028,2016-08-31 00:14:00.000000,NO2,2.1463
03028,2016-08-31 00:14:00.000000,O3,26.1335
03028,2016-08-31 00:14:00.000000,PM25,10
03028,2016-08-31 00:15:00.000000,NO2,2.1495
03028,2016-08-31 00:15:00.000000,O3,25.4743
03028,2016-08-31 00:15:00.000000,PM25,10
03028,2016-08-31 00:16:00.000000,NO2,2.2967
03028,2016-08-31 00:16:00.000000,O3,25.0487
03028,2016-08-31 00:16:00.000000,PM25,7
03028,2016-08-31 00:17:00.000000,NO2,3.2503
03028,2016-08-31 00:17:00.000000,O3,23.0135
03028,2016-08-31 00:17:00.000000,PM25,7
03028,2016-08-31 00:18:00.000000,NO2,7.2055
03028,2016-08-31 00:18:00.000000,O3,17.4517
03028,2016-08-31 00:18:00.000000,PM25,6
03028,2016-08-31 00:19:00.000000,NO2,9.2448
03028,2016-08-31 00:19:00.000000,O3,14.1718
03028,2016-08-31 00:19:00.000000,PM25,6
03028,2016-08-31 00:20:00.000000,NO2,10.5922
03028,2016-08-31 00:20:00.000000,O3,10.3015
03028,2016-08-31 00:20:00.000000,PM25,5
03028,2016-08-31 00:21:00.000000,NO2,7.9603
03028,2016-08-31 00:21:00.000000,O3,11.1917
03028,2016-08-31 00:21:00.000000,PM25,2
03028,2016-08-31 00:22:00.000000,NO2,1.7315
03028,2016-08-31 00:22:00.000000,O3,18.654
03028,2016-08-31 00:22:00.000000,PM25,5
03028,2016-08-31 00:23:00.000000,NO2,3.251
03028,2016-08-31 00:23:00.000000,O3,16.0908
03028,2016-08-31 00:23:00.000000,PM25,4
03028,2016-09-01 00:00:00.000000,NO2,3.167
03028,2016-09-01 00:00:00.000000,O3,9.7227
03028,2016-09-01 00:00:00.000000,PM25,2
03028,2016-09-01 00:01:00.000000,NO2,2.6918
03028,2016-09-01 00:01:00.000000,O3,6.7564
03028,2016-09-01 00:01:00.000000,PM25,4
03028,2016-09-01 00:02:00.000000,NO2,3.5994
03028,2016-09-01 00:02:00.000000,O3,4.6896
03028,2016-09-01 00:02:00.000000,PM25,7
03028,2016-09-01 00:03:00.000000,NO2,4.4508
03028,2016-09-01 00:03:00.000000,O3,3.85
03028,2016-09-01 00:03:00.000000,PM25,5
03028,2016-09-01 00:04:00.000000,NO2,3.5693
03028,2016-09-01 00:04:00.000000,O3,5.7145
03028,2016-09-01 00:04:00.000000,PM25,3
03028,2016-09-01 00:05:00.000000,NO2,3.4087
03028,2016-09-01 00:05:00.000000,O3,5.518
03028,2016-09-01 00:05:00.000000,PM25,4
03028,2016-09-01 00:06:00.000000,NO2,4.5658
03028,2016-09-01 00:06:00.000000,O3,4.2438
03028,2016-09-01 00:06:00.000000,PM25,5
03028,2016-09-01 00:07:00.000000,NO2,6.3165
03028,2016-09-01 00:07:00.000000,O3,3.9962
03028,2016-09-01 00:07:00.000000,PM25,6
03028,2016-09-01 00:08:00.000000,NO2,8.163
03028,2016-09-01 00:08:00.000000,O3,5.5925
03028,2016-09-01 00:08:00.000000,PM25,9
03028,2016-09-01 00:09:00.000000,NO2,7.4418
03028,2016-09-01 00:09:00.000000,O3,9.199
03028,2016-09-01 00:09:00.000000,PM25,10
03028,2016-09-01 00:10:00.000000,NO2,3.969
03028,2016-09-01 00:10:00.000000,O3,15.0617
03028,2016-09-01 00:10:00.000000,PM25,8
03028,2016-09-01 00:11:00.000000,NO2,1.1405
03028,2016-09-01 00:11:00.000000,O3,19.924
03028,2016-09-01 00:11:00.000000,PM25,5
03028,2016-09-01 00:12:00.000000,NO2,1.3052
03028,2016-09-01 00:12:00.000000,O3,15.7397
03028,2016-09-01 00:12:00.000000,PM25,2
03028,2016-09-01 00:13:00.000000,NO2,0.9818
03028,2016-09-01 00:13:00.000000,O3,15.5883
03028,2016-09-01 00:13:00.000000,PM25,0
03028,2016-09-01 00:14:00.000000,NO2,1.584
03028,2016-09-01 00:14:00.000000,O3,14.621
03028,2016-09-01 00:14:00.000000,PM25,0
03028,2016-09-01 00:15:00.000000,NO2,1.5529
03028,2016-09-01 00:15:00.000000,O3,15.385
03028,2016-09-01 00:15:00.000000,PM25,4
03028,2016-09-01 00:16:00.000000,NO2,2.3117
03028,2016-09-01 00:16:00.000000,O3,15.6127
03028,2016-09-01 00:16:00.000000,PM25,1
03028,2016-09-01 00:17:00.000000,NO2,3.5792
03028,2016-09-01 00:17:00.000000,O3,17.3785
03028,2016-09-01 00:17:00.000000,PM25,2
03028,2016-09-01 00:18:00.000000,NO2,2.5082
03028,2016-09-01 00:18:00.000000,O3,21.8547
03028,2016-09-01 00:18:00.000000,PM25,3
03028,2016-09-01 00:19:00.000000,NO2,1.6023
03028,2016-09-01 00:19:00.000000,O3,20.6482
03028,2016-09-01 00:19:00.000000,PM25,5
03028,2016-09-01 00:20:00.000000,NO2,1.6835
03028,2016-09-01 00:20:00.000000,O3,19.815
03028,2016-09-01 00:20:00.000000,PM25,6
03028,2016-09-01 00:21:00.000000,NO2,1.2577
03028,2016-09-01 00:21:00.000000,O3,20.0338
03028,2016-09-01 00:21:00.000000,PM25,2
03028,2016-09-01 00:22:00.000000,NO2,1.4113
03028,2016-09-01 00:22:00.000000,O3,19.8998
03028,2016-09-01 00:22:00.000000,PM25,0
03028,2016-09-01 00:23:00.000000,NO2,1.1177
03028,2016-09-01 00:23:00.000000,O3,19.9468
03028,2016-09-01 00:23:00.000000,PM25,2
03028,2016-09-02 00:00:00.000000,NO2,0.89
03028,2016-09-02 00:00:00.000000,O3,19.5042
03028,2016-09-02 00:00:00.000000,PM25,7
03028,2016-09-02 00:01:00.000000,NO2,0.7124
03028,2016-09-02 00:01:00.000000,O3,18.514
03028,2016-09-02 00:01:00.000000,PM25,8
03028,2016-09-02 00:02:00.000000,NO2,3.2187
03028,2016-09-02 00:02:00.000000,O3,14.1087
03028,2016-09-02 00:02:00.000000,PM25,6
03028,2016-09-02 00:03:00.000000,NO2,6.0082
03028,2016-09-02 00:03:00.000000,O3,11.2944
03028,2016-09-02 00:03:00.000000,PM25,7
03028,2016-09-02 00:04:00.000000,NO2,1.5772
03028,2016-09-02 00:04:00.000000,O3,14.4726
03028,2016-09-02 00:04:00.000000,PM25,9
03028,2016-09-02 00:05:00.000000,NO2,3.2202
03028,2016-09-02 00:05:00.000000,O3,13.1352
03028,2016-09-02 00:05:00.000000,PM25,5
03028,2016-09-02 00:06:00.000000,NO2,4.1358
03028,2016-09-02 00:06:00.000000,O3,11.6123
03028,2016-09-02 00:06:00.000000,PM25,4
03028,2016-09-02 00:07:00.000000,NO2,4.464
03028,2016-09-02 00:07:00.000000,O3,9.571
03028,2016-09-02 00:07:00.000000,PM25,8
03028,2016-09-02 00:08:00.000000,NO2,5.7325
03028,2016-09-02 00:08:00.000000,O3,5.3687
03028,2016-09-02 00:08:00.000000,PM25,8
03028,2016-09-02 00:09:00.000000,NO2,3.5327
03028,2016-09-02 00:09:00.000000,O3,10.1727
03028,2016-09-02 00:09:00.000000,PM25,10
03028,2016-09-02 00:10:00.000000,NO2,2.367
03028,2016-09-02 00:10:00.000000,O3,14.4052
03028,2016-09-02 00:10:00.000000,PM25,10
03028,2016-09-02 00:11:00.000000,NO2,2.0997
03028,2016-09-02 00:11:00.000000,O3,18.0163
03028,2016-09-02 00:11:00.000000,PM25,5
03028,2016-09-02 00:12:00.000000,NO2,2.8318
03028,2016-09-02 00:12:00.000000,O3,19.7278
03028,2016-09-02 00:12:00.000000,PM25,5
03028,2016-09-02 00:13:00.000000,NO2,1.3527
03028,2016-09-02 00:13:00.000000,O3,21.6895
03028,2016-09-02 00:13:00.000000,PM25,6
03028,2016-09-02 00:14:00.000000,NO2,1.8053
03028,2016-09-02 00:14:00.000000,O3,22.1583
03028,2016-09-02 00:14:00.000000,PM25,9
03028,2016-09-02 00:15:00.000000,NO2,2.7917
03028,2016-09-02 00:15:00.000000,O3,18.2065
03028,2016-09-02 00:15:00.000000,PM25,10
03028,2016-09-02 00:16:00.000000,NO2,1.545
03028,2016-09-02 00:16:00.000000,O3,18.8563
03028,2016-09-02 00:16:00.000000,PM25,6
03028,2016-09-02 00:17:00.000000,NO2,1.5098
03028,2016-09-02 00:17:00.000000,O3,22.4893
03028,2016-09-02 00:17:00.000000,PM25,5
03028,2016-09-02 00:18:00.000000,NO2,1.2177
03028,2016-09-02 00:18:00.000000,O3,21.5465
03028,2016-09-02 00:18:00.000000,PM25,4
03028,2016-09-02 00:19:00.000000,NO2,1.293
03028,2016-09-02 00:19:00.000000,O3,21.485
03028,2016-09-02 00:19:00.000000,PM25,4
03028,2016-09-02 00:20:00.000000,NO2,1.8755
03028,2016-09-02 00:20:00.000000,O3,20.5013
03028,2016-09-02 00:20:00.000000,PM25,4
03028,2016-09-02 00:21:00.000000,NO2,3.3833
03028,2016-09-02 00:21:00.000000,O3,18.1847
03028,2016-09-02 00:21:00.000000,PM25,4
03028,2016-09-02 00:22:00.000000,NO2,5.3575
03028,2016-09-02 00:22:00.000000,O3,15.0338
03028,2016-09-02 00:22:00.000000,PM25,6
03028,2016-09-02 00:23:00.000000,NO2,4.233
03028,2016-09-02 00:23:00.000000,O3,14.4585
03028,2016-09-02 00:23:00.000000,PM25,9
03028,2016-09-03 00:00:00.000000,NO2,5.019
03028,2016-09-03 00:00:00.000000,O3,12.7913
03028,2016-09-03 00:00:00.000000,PM25,10
03028,2016-09-03 00:01:00.000000,NO2,2.555
03028,2016-09-03 00:01:00.000000,O3,13.893
03028,2016-09-03 00:01:00.000000,PM25,8
03028,2016-09-03 00:02:00.000000,NO2,1.8006
03028,2016-09-03 00:02:00.000000,O3,11.8377
03028,2016-09-03 00:02:00.000000,PM25,8
03028,2016-09-03 00:03:00.000000,NO2,1.3686
03028,2016-09-03 00:03:00.000000,O3,11.1388
03028,2016-09-03 00:03:00.000000,PM25,8
03028,2016-09-03 00:04:00.000000,NO2,1.204
03028,2016-09-03 00:04:00.000000,O3,11.0574
03028,2016-09-03 00:04:00.000000,PM25,5
03028,2016-09-03 00:05:00.000000,NO2,1.2557
03028,2016-09-03 00:05:00.000000,O3,9.2785
03028,2016-09-03 00:05:00.000000,PM25,3
03028,2016-09-03 00:06:00.000000,NO2,1.4573
03028,2016-09-03 00:06:00.000000,O3,7.9613
03028,2016-09-03 00:06:00.000000,PM25,3
03028,2016-09-03 00:07:00.000000,NO2,1.4167
03028,2016-09-03 00:07:00.000000,O3,7.9722
03028,2016-09-03 00:07:00.000000,PM25,3
03028,2016-09-03 00:08:00.000000,NO2,1.6513
03028,2016-09-03 00:08:00.000000,O3,8.8133
03028,2016-09-03 00:08:00.000000,PM25,3
03028,2016-09-03 00:09:00.000000,NO2,1.4825
03028,2016-09-03 00:09:00.000000,O3,13.825
03028,2016-09-03 00:09:00.000000,PM25,2
03028,2016-09-03 00:10:00.000000,NO2,1.019
03028,2016-09-03 00:10:00.000000,O3,19.6662
03028,2016-09-03 00:10:00.000000,PM25,1
03028,2016-09-03 00:11:00.000000,NO2,0.6625
03028,2016-09-03 00:11:00.000000,O3,22.5722
03028,2016-09-03 00:11:00.000000,PM25,3
03028,2016-09-03 00:12:00.000000,NO2,0.62
03028,2016-09-03 00:12:00.000000,O3,22.8498
03028,2016-09-03 00:12:00.000000,PM25,4
03028,2016-09-03 00:13:00.000000,NO2,1.2102
03028,2016-09-03 00:13:00.000000,O3,23.9692
03028,2016-09-03 00:13:00.000000,PM25,4
03028,2016-09-03 00:14:00.000000,NO2,1.1075
03028,2016-09-03 00:14:00.000000,O3,26.8853
03028,2016-09-03 00:14:00.000000,PM25,5
03028,2016-09-03 00:15:00.000000,NO2,0.9567
03028,2016-09-03 00:15:00.000000,O3,26.5678
03028,2016-09-03 00:15:00.000000,PM25,6
03028,2016-09-03 00:16:00.000000,NO2,1.0615
03028,2016-09-03 00:16:00.000000,O3,24.8278
03028,2016-09-03 00:16:00.000000,PM25,6
03028,2016-09-03 00:17:00.000000,NO2,1.4767
03028,2016-09-03 00:17:00.000000,O3,23.8328
03028,2016-09-03 00:17:00.000000,PM25,5
03028,2016-09-03 00:18:00.000000,NO2,0.948
03028,2016-09-03 00:18:00.000000,O3,24.0275
03028,2016-09-03 00:18:00.000000,PM25,4
03028,2016-09-03 00:19:00.000000,NO2,1.6808
03028,2016-09-03 00:19:00.000000,O3,23.1582
03028,2016-09-03 00:19:00.000000,PM25,5
03028,2016-09-03 00:20:00.000000,NO2,2.4098
03028,2016-09-03 00:20:00.000000,O3,22.692
03028,2016-09-03 00:20:00.000000,PM25,8
03028,2016-09-03 00:21:00.000000,NO2,4.8718
03028,2016-09-03 00:21:00.000000,O3,18.045
03028,2016-09-03 00:21:00.000000,PM25,10
03028,2016-09-03 00:22:00.000000,NO2,5.2047
03028,2016-09-03 00:22:00.000000,O3,15.4468
03028,2016-09-03 00:22:00.000000,PM25,11
03028,2016-09-03 00:23:00.000000,NO2,6.6963
03028,2016-09-03 00:23:00.000000,O3,12.1542
03028,2016-09-03 00:23:00.000000,PM25,11
03028,2016-09-04 00:00:00.000000,NO2,6.9513
03028,2016-09-04 00:00:00.000000,O3,9.5873
03028,2016-09-04 00:00:00.000000,PM25,12
03028,2016-09-04 00:01:00.000000,NO2,4.3042
03028,2016-09-04 00:01:00.000000,O3,9.611
03028,2016-09-04 00:01:00.000000,PM25,14
03028,2016-09-04 00:02:00.000000,NO2,1.914
03028,2016-09-04 00:02:00.000000,O3,7.8036
03028,2016-09-04 00:02:00.000000,PM25,12
03028,2016-09-04 00:03:00.000000,NO2,1.9196
03028,2016-09-04 00:03:00.000000,O3,7.3544
03028,2016-09-04 00:03:00.000000,PM25,8
03028,2016-09-04 00:04:00.000000,NO2,3.2026
03028,2016-09-04 00:04:00.000000,O3,5.1026
03028,2016-09-04 00:04:00.000000,PM25,5
03028,2016-09-04 00:05:00.000000,NO2,2.3355
03028,2016-09-04 00:05:00.000000,O3,5.5518
03028,2016-09-04 00:05:00.000000,PM25,16
03028,2016-09-04 00:06:00.000000,NO2,2.6105
03028,2016-09-04 00:06:00.000000,O3,5.4063
03028,2016-09-04 00:06:00.000000,PM25,5
03028,2016-09-04 00:07:00.000000,NO2,3.2375
03028,2016-09-04 00:07:00.000000,O3,6.4103
03028,2016-09-04 00:07:00.000000,PM25,7
03028,2016-09-04 00:08:00.000000,NO2,2.8508
03028,2016-09-04 00:08:00.000000,O3,8.9078
03028,2016-09-04 00:08:00.000000,PM25,8
03028,2016-09-04 00:09:00.000000,NO2,2.2103
03028,2016-09-04 00:09:00.000000,O3,14.991
03028,2016-09-04 00:09:00.000000,PM25,4
03028,2016-09-04 00:10:00.000000,NO2,2.3913
03028,2016-09-04 00:10:00.000000,O3,27.6743
03028,2016-09-04 00:10:00.000000,PM25,4
03028,2016-09-04 00:11:00.000000,NO2,2.1872
03028,2016-09-04 00:11:00.000000,O3,36.3982
03028,2016-09-04 00:11:00.000000,PM25,6
03028,2016-09-04 00:12:00.000000,NO2,1.4737
03028,2016-09-04 00:12:00.000000,O3,38.1903
03028,2016-09-04 00:12:00.000000,PM25,7
03028,2016-09-04 00:13:00.000000,NO2,0.7763
03028,2016-09-04 00:13:00.000000,O3,27.4703
03028,2016-09-04 00:13:00.000000,PM25,7
03028,2016-09-04 00:14:00.000000,NO2,0.5278
03028,2016-09-04 00:14:00.000000,O3,24.621
03028,2016-09-04 00:14:00.000000,PM25,5
03028,2016-09-04 00:15:00.000000,NO2,0.5925
03028,2016-09-04 00:15:00.000000,O3,27.4642
03028,2016-09-04 00:15:00.000000,PM25,6
03028,2016-09-04 00:16:00.000000,NO2,0.6105
03028,2016-09-04 00:16:00.000000,O3,28.3342
03028,2016-09-04 00:16:00.000000,PM25,5
03028,2016-09-04 00:17:00.000000,NO2,1.2212
03028,2016-09-04 00:17:00.000000,O3,28.3058
03028,2016-09-04 00:17:00.000000,PM25,5
03028,2016-09-04 00:18:00.000000,NO2,1.4852
03028,2016-09-04 00:18:00.000000,O3,28.2067
03028,2016-09-04 00:18:00.000000,PM25,5
03028,2016-09-04 00:19:00.000000,NO2,3.311
03028,2016-09-04 00:19:00.000000,O3,25.1468
03028,2016-09-04 00:19:00.000000,PM25,6
03028,2016-09-04 00:20:00.000000,NO2,3.0833
03028,2016-09-04 00:20:00.000000,O3,27.287
03028,2016-09-04 00:20:00.000000,PM25,8
03028,2016-09-04 00:21:00.000000,NO2,3.7287
03028,2016-09-04 00:21:00.000000,O3,25.7367
03028,2016-09-04 00:21:00.000000,PM25,10
03028,2016-09-04 00:22:00.000000,NO2,10.4347
03028,2016-09-04 00:22:00.000000,O3,14.618
03028,2016-09-04 00:22:00.000000,PM25,13
03028,2016-09-04 00:23:00.000000,NO2,9.6085
03028,2016-09-04 00:23:00.000000,O3,11.7975
03028,2016-09-04 00:23:00.000000,PM25,24
03028,2016-09-05 00:00:00.000000,NO2,5.7753
03028,2016-09-05 00:00:00.000000,O3,12.4513
03028,2016-09-05 00:00:00.000000,PM25,17
03028,2016-09-05 00:01:00.000000,NO2,7.4176
03028,2016-09-05 00:01:00.000000,O3,9.417
03028,2016-09-05 00:01:00.000000,PM25,21
03028,2016-09-05 00:02:00.000000,NO2,3.7302
03028,2016-09-05 00:02:00.000000,O3,11.4506
03028,2016-09-05 00:02:00.000000,PM25,19
03028,2016-09-05 00:03:00.000000,NO2,3.7468
03028,2016-09-05 00:03:00.000000,O3,8.5308
03028,2016-09-05 00:03:00.000000,PM25,12
03028,2016-09-05 00:04:00.000000,NO2,2.6828
03028,2016-09-05 00:04:00.000000,O3,8.5919
03028,2016-09-05 00:04:00.000000,PM25,10
03028,2016-09-05 00:05:00.000000,NO2,3.3713
03028,2016-09-05 00:05:00.000000,O3,6.3143
03028,2016-09-05 00:05:00.000000,PM25,9
03028,2016-09-05 00:06:00.000000,NO2,3.0015
03028,2016-09-05 00:06:00.000000,O3,5.5795
03028,2016-09-05 00:06:00.000000,PM25,8
03028,2016-09-05 00:07:00.000000,NO2,1.7738
03028,2016-09-05 00:07:00.000000,O3,8.0753
03028,2016-09-05 00:07:00.000000,PM25,10
03028,2016-09-05 00:08:00.000000,NO2,2.0613
03028,2016-09-05 00:08:00.000000,O3,12.0537
03028,2016-09-05 00:08:00.000000,PM25,11
03028,2016-09-05 00:09:00.000000,NO2,2.3255
03028,2016-09-05 00:09:00.000000,O3,20.0508
03028,2016-09-05 00:09:00.000000,PM25,9
03028,2016-09-05 00:10:00.000000,NO2,2.7297
03028,2016-09-05 00:10:00.000000,O3,31.3247
03028,2016-09-05 00:10:00.000000,PM25,11
03028,2016-09-05 00:11:00.000000,NO2,2.1298
03028,2016-09-05 00:11:00.000000,O3,31.4103
03028,2016-09-05 00:11:00.000000,PM25,13
03028,2016-09-05 00:12:00.000000,NO2,1.4855
03028,2016-09-05 00:12:00.000000,O3,32.0727
03028,2016-09-05 00:12:00.000000,PM25,12
03028,2016-09-05 00:13:00.000000,NO2,1.0648
03028,2016-09-05 00:13:00.000000,O3,31.1828
03028,2016-09-05 00:13:00.000000,PM25,8
03028,2016-09-05 00:14:00.000000,NO2,0.699
03028,2016-09-05 00:14:00.000000,O3,29.2783
03028,2016-09-05 00:14:00.000000,PM25,7
03028,2016-09-05 00:15:00.000000,NO2,0.7912
03028,2016-09-05 00:15:00.000000,O3,30.9087
03028,2016-09-05 00:15:00.000000,PM25,7
03028,2016-09-05 00:16:00.000000,NO2,1.1762
03028,2016-09-05 00:16:00.000000,O3,35.6707
03028,2016-09-05 00:16:00.000000,PM25,7
03028,2016-09-05 00:17:00.000000,NO2,1.3698
03028,2016-09-05 00:17:00.000000,O3,35.7482
03028,2016-09-05 00:17:00.000000,PM25,6
03028,2016-09-05 00:18:00.000000,NO2,1.6545
03028,2016-09-05 00:18:00.000000,O3,34.6258
03028,2016-09-05 00:18:00.000000,PM25,8
03028,2016-09-05 00:19:00.000000,NO2,3.851
03028,2016-09-05 00:19:00.000000,O3,28.4627
03028,2016-09-05 00:19:00.000000,PM25,10
03028,2016-09-05 00:20:00.000000,NO2,7.8193
03028,2016-09-05 00:20:00.000000,O3,21.0792
03028,2016-09-05 00:20:00.000000,PM25,11
03028,2016-09-05 00:21:00.000000,NO2,7.4382
03028,2016-09-05 00:21:00.000000,O3,18.0667
03028,2016-09-05 00:21:00.000000,PM25,20
03028,2016-09-05 00:22:00.000000,NO2,7.5372
03028,2016-09-05 00:22:00.000000,O3,15.1123
03028,2016-09-05 00:22:00.000000,PM25,16
03028,2016-09-05 00:23:00.000000,NO2,4.5332
03028,2016-09-05 00:23:00.000000,O3,15.9773
03028,2016-09-05 00:23:00.000000,PM25,8
03028,2016-09-06 00:00:00.000000,NO2,5.141
03028,2016-09-06 00:00:00.000000,O3,14.0498
03028,2016-09-06 00:00:00.000000,PM25,10
03028,2016-09-06 00:01:00.000000,NO2,3.5262
03028,2016-09-06 00:01:00.000000,O3,13.6118
03028,2016-09-06 00:01:00.000000,PM25,11
03028,2016-09-06 00:02:00.000000,NO2,2.244
03028,2016-09-06 00:02:00.000000,O3,14.1517
03028,2016-09-06 00:02:00.000000,PM25,8
03028,2016-09-06 00:03:00.000000,NO2,1.5738
03028,2016-09-06 00:03:00.000000,O3,14.4126
03028,2016-09-06 00:03:00.000000,PM25,18
03028,2016-09-06 00:04:00.000000,NO2,1.8421
03028,2016-09-06 00:04:00.000000,O3,13.1304
03028,2016-09-06 00:04:00.000000,PM25,7
03028,2016-09-06 00:05:00.000000,NO2,5.7778
03028,2016-09-06 00:05:00.000000,O3,8.4995
03028,2016-09-06 00:05:00.000000,PM25,9
03028,2016-09-06 00:06:00.000000,NO2,7.1848
03028,2016-09-06 00:06:00.000000,O3,5.0255
03028,2016-09-06 00:06:00.000000,PM25,9
03028,2016-09-06 00:07:00.000000,NO2,8.9118
03028,2016-09-06 00:07:00.000000,O3,5.2797
03028,2016-09-06 00:07:00.000000,PM25,10
03028,2016-09-06 00:08:00.000000,NO2,10.842
03028,2016-09-06 00:08:00.000000,O3,7.4507
03028,2016-09-06 00:08:00.000000,PM25,16
03028,2016-09-06 00:09:00.000000,NO2,13.1357
03028,2016-09-06 00:09:00.000000,O3,8.243
03028,2016-09-06 00:10:00.000000,NO2,13.4443
03028,2016-09-06 00:10:00.000000,O3,14.7158
03028,2016-09-06 00:10:00.000000,PM25,19
03028,2016-09-06 00:11:00.000000,NO2,6.6718
03028,2016-09-06 00:11:00.000000,O3,33.0688
03028,2016-09-06 00:11:00.000000,PM25,12
03028,2016-09-06 00:12:00.000000,NO2,2.6202
03028,2016-09-06 00:12:00.000000,O3,44.7832
03028,2016-09-06 00:12:00.000000,PM25,18
03028,2016-09-06 00:13:00.000000,NO2,2.2105
03028,2016-09-06 00:13:00.000000,O3,46.9108
03028,2016-09-06 00:13:00.000000,PM25,10
03028,2016-09-06 00:14:00.000000,NO2,2.2257
03028,2016-09-06 00:14:00.000000,O3,47.0097
03028,2016-09-06 00:14:00.000000,PM25,16
03028,2016-09-06 00:15:00.000000,NO2,2.438
03028,2016-09-06 00:15:00.000000,O3,45.244
03028,2016-09-06 00:15:00.000000,PM25,8
03028,2016-09-06 00:16:00.000000,NO2,2.9372
03028,2016-09-06 00:16:00.000000,O3,45.999
03028,2016-09-06 00:16:00.000000,PM25,16
03028,2016-09-06 00:17:00.000000,NO2,3.1385
03028,2016-09-06 00:17:00.000000,O3,47.3878
03028,2016-09-06 00:17:00.000000,PM25,17
03028,2016-09-06 00:18:00.000000,NO2,4.258
03028,2016-09-06 00:18:00.000000,O3,44.2162
03028,2016-09-06 00:18:00.000000,PM25,9
03028,2016-09-06 00:19:00.000000,NO2,9.9727
03028,2016-09-06 00:19:00.000000,O3,32.1843
03028,2016-09-06 00:19:00.000000,PM25,17
03028,2016-09-06 00:20:00.000000,NO2,12.4708
03028,2016-09-06 00:20:00.000000,O3,26.3573
03028,2016-09-06 00:20:00.000000,PM25,16
03028,2016-09-06 00:21:00.000000,NO2,12.5307
03028,2016-09-06 00:21:00.000000,O3,24.1308
03028,2016-09-06 00:21:00.000000,PM25,16
03028,2016-09-06 00:22:00.000000,NO2,12.5277
03028,2016-09-06 00:22:00.000000,O3,19.3303
03028,2016-09-06 00:22:00.000000,PM25,18
03028,2016-09-06 00:23:00.000000,NO2,8.8107
03028,2016-09-06 00:23:00.000000,O3,20.1045
03028,2016-09-06 00:23:00.000000,PM25,13
03028,2016-09-07 00:00:00.000000,NO2,7.0187
03028,2016-09-07 00:00:00.000000,O3,19.6072
03028,2016-09-07 00:00:00.000000,PM25,13
03028,2016-09-07 00:01:00.000000,NO2,9.5206
03028,2016-09-07 00:01:00.000000,O3,15.0168
03028,2016-09-07 00:01:00.000000,PM25,17
03028,2016-09-07 00:02:00.000000,NO2,4.8168
03028,2016-09-07 00:02:00.000000,O3,16.8023
03028,2016-09-07 00:02:00.000000,PM25,11
03028,2016-09-07 00:03:00.000000,NO2,3.6412
03028,2016-09-07 00:03:00.000000,O3,19.4034
03028,2016-09-07 00:03:00.000000,PM25,10
03028,2016-09-07 00:04:00.000000,NO2,2.2551
03028,2016-09-07 00:04:00.000000,O3,20.2938
03028,2016-09-07 00:04:00.000000,PM25,10
03028,2016-09-07 00:05:00.000000,NO2,3.4713
03028,2016-09-07 00:05:00.000000,O3,17.9482
03028,2016-09-07 00:05:00.000000,PM25,12
03028,2016-09-07 00:06:00.000000,NO2,8.9885
03028,2016-09-07 00:06:00.000000,O3,11.531
03028,2016-09-07 00:06:00.000000,PM25,13
03028,2016-09-07 00:07:00.000000,NO2,10.0607
03028,2016-09-07 00:07:00.000000,O3,9.1692
03028,2016-09-07 00:07:00.000000,PM25,14
03028,2016-09-07 00:08:00.000000,NO2,12.8138
03028,2016-09-07 00:08:00.000000,O3,9.3983
03028,2016-09-07 00:08:00.000000,PM25,23
03028,2016-09-07 00:09:00.000000,NO2,8.3477
03028,2016-09-07 00:09:00.000000,O3,18.234
03028,2016-09-07 00:09:00.000000,PM25,10
03028,2016-09-07 00:10:00.000000,NO2,2.9188
03028,2016-09-07 00:10:00.000000,O3,25.1112
03028,2016-09-07 00:10:00.000000,PM25,7
03028,2016-09-07 00:11:00.000000,NO2,3.5535
03028,2016-09-07 00:11:00.000000,O3,26.8762
03028,2016-09-07 00:11:00.000000,PM25,4
03028,2016-09-07 00:12:00.000000,NO2,2.8685
03028,2016-09-07 00:12:00.000000,O3,30.2035
03028,2016-09-07 00:12:00.000000,PM25,5
03028,2016-09-07 00:13:00.000000,NO2,1.9362
03028,2016-09-07 00:13:00.000000,O3,35.3043
03028,2016-09-07 00:13:00.000000,PM25,3
03028,2016-09-07 00:14:00.000000,NO2,2.1932
